"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"WAGO SUSHI","2365 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2365 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.799938,-122.4422747
"SUPER DUPER BURGERS","2201 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2201 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80023795,-122.439834423087
"IZZY'S STEAKS-CHOPS-SN FRNCSC","3345 STEINER ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",35,2491,"CA","3345 STEINER ST, SAN FRANCISCO, CA, 94123",37.8003064,-122.438084643628
"COMET CLUB","3111 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",5,356,"CA","3111 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.7981867,-122.435952253427
"HOME PLATE","2274 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","2274 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.7996575,-122.4388599
"PLUMPJACK BALBOA CAFE","3199 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",50,3559,"CA","3199 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.798817,-122.435944
"SF HOLE IN THE WALL PIZZA","3244 SCOTT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","3244 SCOTT ST, SAN FRANCISCO, CA, 94123",37.7999052,-122.4409962
"LOS HEMANOS MEXICAN FOOD","2026 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",7,499,"CA","2026 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8008341,-122.4369723
"LUCCA DELICATESSEN","2120 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2120 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80076265,-122.438408742213
"MARINA LOUNGE","2138 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","2138 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80072625,-122.438695693441
"NAKED FISH","2084 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",18,1281,"CA","2084 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.800782,-122.437928
"TACOLICIOUS-MARINA","2250 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2250 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8003635,-122.4406345
"WHEN IN NEED LLC","3367 PIERCE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3367 PIERCE ST, SAN FRANCISCO, CA, 94123",37.8012751,-122.439845202708
"LA PANOTIQ BAKERY & CAFE","2234 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",5,356,"CA","2234 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80048335,-122.440135452872
"BEST SUSHI IN SF","2280 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2280 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.800318,-122.44083
"DABBA","2240 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2240 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80048335,-122.440135452872
"DRAGON WELL","2142 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2142 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80072625,-122.438695693441
"MING RIVER SEAFOOD RESTAURANT","825 FILBERT ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","825 FILBERT ST, SAN FRANCISCO, CA, 94133",37.8007414,-122.413108652182
"CURRY LEAF","943 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","943 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",37.803035,-122.414300571429
"RISHI JAY ALI","943 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","943 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",37.803035,-122.414300571429
"LA TRAPPE","800 GREENWICH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","800 GREENWICH ST, SAN FRANCISCO, CA, 94133",37.8019801,-122.4129815
"BLUE CAFE LLC","1096 UNION ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","1096 UNION ST, SAN FRANCISCO, CA, 94133",37.7995332,-122.4172932
"SIMMER SOUP CO LLC","972 GREENWICH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","972 GREENWICH ST, SAN FRANCISCO, CA, 94133",37.8017635,-122.415666509333
"EMMY'S RESTAURANT","1923 OCEAN AVE","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",22,1566,"CA","1923 OCEAN AVE, SAN FRANCISCO, CA, 94127",37.7252625,-122.4625985
"VILLA D'ESTE","2623 OCEAN AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",12,854,"CA","2623 OCEAN AVE, SAN FRANCISCO, CA, 94132",37.7315051,-122.4736857
"MONZA PIZZERIA","1934 OCEAN AVE","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","1934 OCEAN AVE, SAN FRANCISCO, CA, 94127",37.72529475,-122.46267275
"WEALTHY OCEAN INVESTMENT","2608 OCEAN AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","2608 OCEAN AVE, SAN FRANCISCO, CA, 94132",37.7318842,-122.473331
"DINOSAUR'S","2522 OCEAN AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",2,143,"CA","2522 OCEAN AVE, SAN FRANCISCO, CA, 94132",37.7315466,-122.4725586
"SHABU HOUSE OCEAN","2608 OCEAN AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","2608 OCEAN AVE, SAN FRANCISCO, CA, 94132",37.7318842,-122.473331
"JITRA THAI CUISINE","2545 OCEAN AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",2,143,"CA","2545 OCEAN AVE, SAN FRANCISCO, CA, 94132",37.7314138,-122.4729754
"SUBWAY","681 VICTORIA ST","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",8,570,"CA","681 VICTORIA ST, SAN FRANCISCO, CA, 94127",37.72282075,-122.465188568174
"JOYFUL KITCHEN","1919 OCEAN AVE","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","1919 OCEAN AVE, SAN FRANCISCO, CA, 94127",37.7252507727273,-122.4625715
"TACO BELL","2040 OCEAN AVE","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",9,641,"CA","2040 OCEAN AVE, SAN FRANCISCO, CA, 94127",37.7265089,-122.4649774
"RISTOBAR","2300 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","2300 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.8003427,-122.441507114735
"GREENS RESTAURANT","2 MARINA BLVD # A","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",100,7117,"CA","2 MARINA BLVD # A, SAN FRANCISCO, CA, 94123",37.806886,-122.4322073
"GAETANI REAL ESTATE","1 FORT MASON","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1 FORT MASON, SAN FRANCISCO, CA, 94123",37.8042207,-122.4285354
"ROUND TABLE PIZZA","1503 N POINT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",20,1424,"CA","1503 N POINT ST, SAN FRANCISCO, CA, 94123",37.8041404897959,-122.432038428571
"CITY LUNCH RESTAURANT","2101 INGALLS ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",2,143,"CA","2101 INGALLS ST, SAN FRANCISCO, CA, 94124",37.7256886,-122.386684735343
"GOLDEN CITY INN CHINESE FOOD","5131 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",4,285,"CA","5131 3RD ST, SAN FRANCISCO, CA, 94124",37.7318949,-122.391493162852
"LAS PALMAS SAN FRANCISCO","5251 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","5251 3RD ST, SAN FRANCISCO, CA, 94124",37.7297002857143,-122.392657204082
"TACOS EL PRIMO","1500 YOSEMITE AVE","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",2,143,"CA","1500 YOSEMITE AVE, SAN FRANCISCO, CA, 94124",37.72593,-122.389867
"MC DONALD'S","5411 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",32,2278,"CA","5411 3RD ST, SAN FRANCISCO, CA, 94124",37.72805715,-122.392702507797
"ALL GOOD PIZZA","1408 HUDSON AVE","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","1408 HUDSON AVE, SAN FRANCISCO, CA, 94124",37.73822645,-122.384633141226
"YVONNE'S SOUTHERN SWEETS","5128 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","5128 3RD ST, SAN FRANCISCO, CA, 94124",37.731981625,-122.391575375
"EL AZTECA TAQUERIA","5298 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",4,285,"CA","5298 3RD ST, SAN FRANCISCO, CA, 94124",37.7294508,-122.392872482182
"JJ FISH & CHICKEN","5100 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",1,72,"CA","5100 3RD ST, SAN FRANCISCO, CA, 94124",37.732389,-122.391758
"FRISCO FRIED","5176 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",12,854,"CA","5176 3RD ST, SAN FRANCISCO, CA, 94124",37.7311311,-122.3922249
"HI HOT DOG CO","95 BRIDGEVIEW DR","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","95 BRIDGEVIEW DR, SAN FRANCISCO, CA, 94124",37.73472845,-122.395587855228
"LESLEYS BBQ","5130 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",2,143,"CA","5130 3RD ST, SAN FRANCISCO, CA, 94124",37.7319587083333,-122.391583625
"AUNTIE APRILS CHICKEN N WFFLS","4618 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",12,854,"CA","4618 3RD ST, SAN FRANCISCO, CA, 94124",37.7361502040816,-122.390117959184
"BAYVIEW PLAZA LAUNDRYMAT","3801 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","3801 3RD ST, SAN FRANCISCO, CA, 94124",37.7415975,-122.3872984
"ALL GOOD PIZZA","1605 JERROLD AVE","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",1,72,"CA","1605 JERROLD AVE, SAN FRANCISCO, CA, 94124",37.7387017,-122.389698
"RADIO AFRICA KITCHEN","4800 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","4800 3RD ST, SAN FRANCISCO, CA, 94124",37.73471905,-122.391283792238
"OLD SKOOL CAFE","1429 MENDELL ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","1429 MENDELL ST, SAN FRANCISCO, CA, 94124",37.7342366,-122.390519
"A PIZZA SHOP CORP INC","4404 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","4404 3RD ST, SAN FRANCISCO, CA, 94124",37.7378062857143,-122.389552030612
"LAS ISLETAS","4508 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","4508 3RD ST, SAN FRANCISCO, CA, 94124",37.7370014285714,-122.389836928571
"KRISPY KRUNCHY CHICKEN","4517 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",3,214,"CA","4517 3RD ST, SAN FRANCISCO, CA, 94124",37.7370284183673,-122.390130265306
"GUMBOLAYA NEW ORLEAN CUISINE","4705 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","4705 3RD ST, SAN FRANCISCO, CA, 94124",37.73514675,-122.390167163674
"CAFE ENVY LLC","4618 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","4618 3RD ST, SAN FRANCISCO, CA, 94124",37.7361502040816,-122.390117959184
"BLOOM CAFFE LLC","5030 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",6,427,"CA","5030 3RD ST, SAN FRANCISCO, CA, 94124",37.7329265102041,-122.39123677551
"PEKING WOK RESTAURANT","4920 3RD ST","SAN FRANCISCO",94124,"FULL-SERVICE RESTAURANTS",2,143,"CA","4920 3RD ST, SAN FRANCISCO, CA, 94124",37.7337864,-122.391338779946
"BIG JOE'S","717 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",2,143,"CA","717 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7316491734694,-122.451641612245
"SHANGHAI DUMPLING KING","696 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",7,499,"CA","696 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7314114591837,-122.45092972449
"MONTEREY PIZZA & ASIAN ZAP","599 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","599 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7313963,-122.4487437
"GLEN PARK BART STATION","2901 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","2901 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7331037,-122.4338051
"RICE BARLEY","667 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","667 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7312828,-122.45041115
"WON KOK RESTAURANT","700 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","700 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7316982,-122.4513031
"ONE WAAN LLC","2922 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","2922 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.73316325,-122.434469247349
"PHO DONG HUONG","667 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","667 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7312828,-122.45041115
"CITY CAFE","50 FRIDA KAHLO WAY","SAN FRANCISCO",94112,"FULL-SERVICE RESTAURANTS",6,427,"CA","50 FRIDA KAHLO WAY, SAN FRANCISCO, CA, 94112",37.72594135,-122.450335999273
"WORLD OF NOODLE INC","667 MONTEREY BLVD","SAN FRANCISCO",94127,"FULL-SERVICE RESTAURANTS",6,427,"CA","667 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",37.7312828,-122.45041115
"VIKING SUB","2906 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",1,72,"CA","2906 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7333470408163,-122.434310918367
"TYGER'S","2798 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",4,285,"CA","2798 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7345978,-122.4339513
"MANZONI","2788 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","2788 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7347631,-122.4339087
"ROCKIT SWIRL","2810 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",5,356,"CA","2810 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7337655108696,-122.433978641304
"TATAKI","678 CHENERY ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","678 CHENERY ST, SAN FRANCISCO, CA, 94131",37.7345656,-122.4336487
"DESTINATION BAKING CO","598 CHENERY ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",8,570,"CA","598 CHENERY ST, SAN FRANCISCO, CA, 94131",37.734704,-122.432308363755
"LE P'TIT LAURENT","699 CHENERY ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",7,499,"CA","699 CHENERY ST, SAN FRANCISCO, CA, 94131",37.7343766,-122.4337921
"LA CICCIA","291 30TH ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",10,712,"CA","291 30TH ST, SAN FRANCISCO, CA, 94131",37.7419989,-122.4266566
"GIALINA","2842 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","2842 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7339905,-122.4341841
"HAVE YOUR CAKE","41 SURREY ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","41 SURREY ST, SAN FRANCISCO, CA, 94131",37.73521095,-122.433346194039
"LA CORNETA TAQUERIA","2834 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",9,641,"CA","2834 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.734082,-122.434155
"PEBBLE'S CAFE","2852 DIAMOND ST","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",1,72,"CA","2852 DIAMOND ST, SAN FRANCISCO, CA, 94131",37.7340885510204,-122.434101102041
"CREIGHTON'S BAKERY & CAFE","5214 DIAMOND HEIGHTS BLVD","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",3,214,"CA","5214 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",37.7449946653561,-122.439629583125
"HARBOR VILLA","5238 DIAMOND HEIGHTS BLVD","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","5238 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",37.7437153,-122.4394316
"HEEAVENLY","5214 DIAMOND HEIGHTS BLVD","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",6,427,"CA","5214 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",37.7449946653561,-122.439629583125
"CAFE FLORE","451 BURNETT AVE","SAN FRANCISCO",94131,"FULL-SERVICE RESTAURANTS",25,1780,"CA","451 BURNETT AVE, SAN FRANCISCO, CA, 94131",37.7540242,-122.4440023
"SAN FRANCISCO CHINA TOWN LIONS","100 MOUNTAIN SPRING AVE","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA","100 MOUNTAIN SPRING AVE, SAN FRANCISCO, CA, 94114",37.75820445,-122.451533624629
"EXTREME PIZZA","3911 ALEMANY BLVD # 1001","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",15,1068,"CA","3911 ALEMANY BLVD # 1001, SAN FRANCISCO, CA, 94132",37.7110489,-122.466833
"SUBWAY","3911 ALEMANY BLVD # 1004","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",5,356,"CA","3911 ALEMANY BLVD # 1004, SAN FRANCISCO, CA, 94132",37.7109537,-122.466976
"INGLE SIDE","4097 19TH AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","4097 19TH AVE, SAN FRANCISCO, CA, 94132",37.7145139,-122.470244
"HONG KONG DELIGHTS","295 ORIZABA AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","295 ORIZABA AVE, SAN FRANCISCO, CA, 94132",37.7141915555556,-122.462700111111
"HATCH OAKLAND","731 RANDOLPH ST","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","731 RANDOLPH ST, SAN FRANCISCO, CA, 94132",37.7140849,-122.469401041257
"JUDY'S BURGERS","295 ORIZABA AVE","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","295 ORIZABA AVE, SAN FRANCISCO, CA, 94132",37.7141915555556,-122.462700111111
"WOW THAI BISTRO","701 RANDOLPH ST","SAN FRANCISCO",94132,"FULL-SERVICE RESTAURANTS",6,427,"CA","701 RANDOLPH ST, SAN FRANCISCO, CA, 94132",37.714172,-122.46905
"PETITE DELI","752 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",1,72,"CA","752 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",37.8017028,-122.411979
"MAMAS ON WASHINGTON SQUARE","1701 STOCKTON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1701 STOCKTON ST, SAN FRANCISCO, CA, 94133",37.8014859,-122.4095533
"ALLEGRO ROMANO","1701 JONES ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",10,712,"CA","1701 JONES ST, SAN FRANCISCO, CA, 94109",37.796914,-122.41532
"GOLDEN CITY ENTERPRISE","1278 PACIFIC AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1278 PACIFIC AVE, SAN FRANCISCO, CA, 94109",37.79587845,-122.416304854972
"SUSHI RAPTURE-SF","1400 LEAVENWORTH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1400 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",37.794027,-122.416214
"CAFE ISABELLA","1414 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","1414 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.7954337,-122.4131227
"EL TORRO NIGHTCLUB","2470 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",5,356,"CA","2470 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7306975,-122.405203638502
"ILOBASCO RESTAURANTS","2680 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",2,143,"CA","2680 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.72780605,-122.403940943347
"NEW JUDNICH'S","2888 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",3,214,"CA","2888 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.72542635,-122.402920785937
"IMPERIAL GARDEN SEAFOOD RSTRNT","2626 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",25,1780,"CA","2626 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7284618,-122.404247860949
"HAWAIIAN DRIVE INN","2600 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",3,214,"CA","2600 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.728692,-122.404149
"SUBWAY","2599 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",5,356,"CA","2599 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7289785,-122.403977
"CALI PHO NIA VIETNAMESE BISTRO","2428 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",5,356,"CA","2428 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.73165685,-122.405627454959
"GIANT SCOOP CAFE","2708 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",2,143,"CA","2708 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7274003,-122.403760799444
"FAT BELI DELI","2598 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2598 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.728927,-122.404247
"AVENUE SWEET SHOP","2680 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2680 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.72780605,-122.403940943347
"HONG KONG RESTAURANT","2728 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2728 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.72708475,-122.403624578994
"FIVE DEGREE TEA HOUSE","2527 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2527 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7297632,-122.4043715
"LING LING CUISINE RESTAURANT","2517 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2517 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7300568,-122.4044345
"HEALTHY BREAKFAST INC","2497 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2497 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7304729,-122.404541954152
"CINCO DE MAYO TAQUERIA-GROC","2426 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2426 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.73171485,-122.405686166294
"NEW IMPERIAL GARDEN","2626 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2626 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7284618,-122.404247860949
"PANDA BOBA","2763 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2763 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7269926,-122.403113808293
"GOLDEN SAIGON","2428 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2428 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.73165685,-122.405627454959
"SAIGON BBQ","2623 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2623 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7285949,-122.403731619731
"BABA'S CAFE","2701 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",6,427,"CA","2701 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7275638,-122.4034531
"WING HING RESTAURANT","2550 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",5,356,"CA","2550 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7293727,-122.4044805
"TOPS CAFE","2460 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",12,854,"CA","2460 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7309048,-122.4051098
"PHO NO 1","2571 SAN BRUNO AVE","SAN FRANCISCO",94134,"FULL-SERVICE RESTAURANTS",5,356,"CA","2571 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",37.7293472,-122.404010500144
